name_id,sibling_name_id
17,173
36,197
71,197
71,198
71,197
71,198
71,185
103,197
109,197
111,138
111,149
126,173
136,185
136,168
137,185
147,153
147,149
147,159
147,169
147,168
147,153
147,169
147,161
147,159
158,173
158,161
159,173
157,168
173,185
177,185
185,173
203,185
203,197
